an,judet,emig_masc_nr,emig_fem_nr,emigranti_total_nr,emig_15_64_nr,imig_masc_nr,imig_fem_nr,imigranti_total_nr,imigranti_15_64_nr,populatie_15_64,populatie_rurala,populatie_totala,pondere_rurala,rata_emig_def,rata_imig_def,rata_emig_15_64,rata_imig_15_64,intensitate_migratie,sup_grau_ha,sup_orz_orzoaica_ha,sup_porumb_boabe_ha,sup_floarea_soarelui_ha,sup_rapita_ha,sup_soia_boabe_ha,sup_totala_cultivata_ha,pondere_grau,pondere_orz_orzoaica,pondere_porumb_boabe,pondere_floarea_soarelui,pondere_rapita,pondere_soia_boabe,prod_grau_tone,prod_orz_orzoaica_tone,prod_porumb_boabe_tone,prod_floarea_soarelui_tone,prod_rapita_tone,prod_soia_boabe_tone,yield_grau,yield_orz_orzoaica,yield_porumb_boabe,yield_floarea_soarelui,yield_rapita,yield_soia_boabe,ocupati_total_nr,ocupati_agri_nr,pondere_ocupati_agri,tractoare_nr,pluguri_nr,semanatori_mecanice_nr,masini_stropit_prafuit_mecanice_nr,combine_cereale_nr,tractoare_1000ha,pluguri_1000ha,semanatori_1000ha,masini_stropit_1000ha,combine_1000ha,z_tractoare_1000ha,z_pluguri_1000ha,z_semanatori_1000ha,z_combine_1000ha,indice_mecanizare_vechi,temperatura_medie_anuala_C,schimbare_temp_anuala_C,precipitatii_anuale_mm,schimbare_precipitatii_anuala_mm,schimbare_precipitatii_anuala_pct,log_suprafata,log_tractoare,rezid_tractoare,z_rezid_tractoare,log_pluguri,rezid_pluguri,z_rezid_pluguri,log_semanatori,rezid_semanatori,z_rezid_semanatori,log_combine,rezid_combine,z_rezid_combine,indice_mecanizare_rezidual,schimbare_pondere_ocupati_agri
2013,Caras-Severin,170,211,381,303,36,26,62,47,196953,133987,290484,46.12543204,1.311604081,0.213436885,1.538438105,0.238635614,1.525040966,12736,598,30601,6726,392,0,51053,24.9466241,1.171331753,59.93967054,13.1745441,0.767829511,0.0,37906,1663,111076,11517,384,0,2.976287688,2.780936455,3.629816019,1.712310437,0.979591837,,112200,41200,36.7201426,5841,4225,891,77,332,114.4105146,82.75713474,17.45245137,1.508236538,6.503045854,0.567156945,0.680779323,0.083388872,0.136353577,0.366919679,9.938747199,0.109121397,1066.960893,149.4166572,16.28440912,10.840619587781932,8.672828482947686,0.3299597121911457,0.7564760004770292,8.349011198176003,0.28435029209665075,0.6629574777902418,6.79346613258001,-0.19272444244826126,-0.5342220078656271,5.808142489980444,-0.13711280938207615,-0.32666505441057475,0.13963660399776728,-0.8124377599999946
2014,Calarasi,50,82,132,114,11,26,37,30,194011,191862,300094,63.93396736,0.439862177,0.123294701,0.587595549,0.154630408,0.563156878,119109,48856,95164,45125,56962,7714,372930,31.93870163,13.10058188,25.51792562,12.10012603,15.27418014,2.068484702,504459,197272,616521,109410,156822,24659,4.235271894,4.037825446,6.478510781,2.424598338,2.753098557,3.196655432,95800,46200,48.22546973,5009,4093,2836,158,1056,13.43147508,10.97525005,7.604644303,0.423672003,2.831630601,-0.672156499,-0.739149333,-0.839706069,-0.71688793,-0.741974958,12.37410622,-0.718981513,866.1314655,264.2143509,43.89547074,12.82914601345387,8.51919119407891,0.10527870840542164,0.241365273781644,8.317277766221235,0.04712408987674088,0.10986894909615906,7.950502434808851,0.05804717050837027,0.1609037005683255,6.963189985870238,0.1599920790533238,0.381173877515537,0.22332795024041638,-0.5599553699999973
2014,Caras-Severin,131,162,293,254,38,40,78,67,194126,132682,287657,46.12507257,1.018574205,0.271156273,1.308428546,0.345136664,1.289730478,13896,1002,27178,5824,902,0,48802,28.47424286,2.053194541,55.69034056,11.93393713,1.848284906,0.0,45977,2795,104738,8559,1168,0,3.308649971,2.789421158,3.853778792,1.469608516,1.294900222,,112100,40300,35.9500446,5830,4225,889,77,329,119.4623171,86.57432072,18.21646654,1.577804188,6.741526987,0.629157602,0.756287674,0.155004668,0.191776892,0.433056709,10.22641488,0.287667681,1188.065857,121.1049646,11.35045956,10.79552657460799,8.670943791222156,0.3165060434817981,0.7256316970031129,8.349011198176003,0.26181470493478365,0.6104161706750186,6.7912214627261855,-0.19751767810134346,-0.5475086047405926,5.799092654460526,-0.09249345716728552,-0.22036146990452718,0.14204444825825294,-0.7700980000000044
2015,Calarasi,83,84,167,149,19,25,44,38,191163,189937,297244,63.89935541,0.561827993,0.148026537,0.779439536,0.198783237,0.70985453,120803,36361,109463,39527,47896,16753,370803,32.57875476,9.806015593,29.52052707,10.65983824,12.91683185,4.518032486,618397,185239,584339,95973,138587,40306,5.119053335,5.094441847,5.33823301,2.428036532,2.893498413,2.405897451,91800,40900,44.55337691,5100,4122,2880,186,1081,13.75393403,11.11641492,7.766927452,0.501614065,2.915294644,-0.668198967,-0.736356929,-0.824494281,-0.697444302,-0.73162362,12.94092358,0.56681736,640.1474824,-225.9839831,-26.09118732,12.823426203255995,8.537191877922927,0.09549640670220683,0.21893806162666316,8.3243363327069,0.0422288278810683,0.09845573576043855,7.9658927350845286,0.061500794489785626,0.1704769644176154,6.9865664594064265,0.12941881910250608,0.3083344712605584,0.1990513082663189,-3.672092820000003
2015,Caras-Severin,159,200,359,298,108,102,210,184,190663,131480,284443,46.22367223,1.262115784,0.738284999,1.56296712,0.965053524,2.000400783,13098,655,26231,7251,2417,2141,51793,25.28913174,1.264649663,50.64584017,13.99996138,4.666653795,4.13376325,36640,1892,68062,9385,3029,1665,2.797373645,2.888549618,2.594716176,1.294304234,1.253206454,0.777673984,112400,34900,31.04982206,5837,4226,889,77,329,112.6986272,81.5940378,17.16448169,1.48668739,6.352209758,0.54614699,0.657771921,0.05639572,0.101299079,0.340403428,10.38477698,0.1583621,865.4865677,-322.5792897,-27.1516337,10.855010283980864,8.67214355141406,0.28801589190187293,0.660314280591742,8.34924780056679,0.24423136051294136,0.5694209264532913,6.7912214627261855,-0.23843001759870308,-0.6609154558649691,5.799092654460526,-0.17567201114701447,-0.41853060511541246,0.03757228651616294,-4.900222539999998
2016,Calarasi,74,125,199,181,35,36,71,64,188318,188159,294278,63.93920035,0.676231319,0.24126846,0.961140199,0.339850678,0.917499779,121533,38469,100669,36528,55077,16700,368976,32.93791466,10.42588136,27.28334634,9.899830883,14.92698712,4.526039634,613625,183652,522785,97921,181163,43388,5.049040178,4.774025839,5.193108107,2.680710688,3.289267752,2.598083832,86800,35600,41.01382488,5223,4153,2926,191,1059,14.15539222,11.25547461,7.930055071,0.517648844,2.870105373,-0.66327188,-0.733606168,-0.809203335,-0.707946345,-0.728506932,12.64776962,-0.29315396,662.0693624,21.92187996,3.424504597,12.818486880257023,8.561018670956267,0.08215497498299129,0.18835107620178035,8.331827004436057,0.007816045365661495,0.01822296605959485,7.9817332866918855,0.04117742806910396,0.11414166268877768,6.966024187106113,0.125429172696486,0.29882931950869107,0.154886256114711,-3.539552029999996
2016,Caras-Severin,223,285,508,438,48,58,106,85,187094,130773,280891,46.55649344,1.808530711,0.377370581,2.341069195,0.454317081,2.185901293,14740,587,28100,6673,3643,1101,54844,26.87623076,1.070308511,51.23623368,12.16723798,6.642476843,2.007512216,58609,2140,119007,15856,11715,2828,3.976187246,3.645655877,4.235124555,2.376142664,3.215756245,2.568574024,108700,30000,27.59889604,7609,9752,3672,77,326,138.7389687,177.8134345,66.95354095,1.403982204,5.944132448,0.865739507,2.561102813,4.723427518,0.006461401,2.03918281,9.706586498,-0.678190483,1162.242463,296.7558949,34.2877528,10.912248070476545,8.937218450855731,0.514104150017074,1.178651322765909,9.185330208972015,1.0328164712094097,2.407992612648605,8.208764045819667,1.1153178846563927,3.0916024567537597,5.7899601708972535,-0.19612403866418138,-0.46725663379071164,1.5527474395943905,-3.4509260200000007
2017,Calarasi,92,147,239,203,43,54,97,75,184891,185750,290560,63.92827643,0.822549559,0.333838106,1.097944194,0.405644407,1.156387665,128280,29720,92159,37530,68869,17228,373786,34.31910237,7.951073609,24.65555157,10.04050446,18.42471361,4.609054379,711818,167799,711259,108473,219456,54886,5.548939819,5.645995962,7.717737823,2.890301092,3.186571607,3.185860228,86500,35800,41.38728324,5262,4205,2988,192,1059,14.0775738,11.24975253,7.99387885,0.513662898,2.833171922,-0.664226944,-0.733719357,-0.803220744,-0.716529726,-0.729424193,12.17805428,-0.469715338,656.8533901,-5.215972269,-0.787828673,12.83143872011869,8.56845648535378,0.0669594315036175,0.15351329591637422,8.344267356262645,0.0057082082212964735,0.013308582513451557,8.002694162283937,0.045901603848882644,0.12723682923082602,6.966024187106113,0.11508069054550063,0.27417452977640216,0.1420583093592635,0.37345836000000077
2017,Caras-Severin,239,278,517,417,84,73,157,128,183452,129236,277185,46.62445659,1.865180295,0.566408716,2.273074156,0.697730196,2.431589011,14674,1526,22230,6244,4242,2482,51398,28.54974902,2.96898712,43.25071014,12.14833262,8.253239426,4.828981672,68746,6223,71260,9232,11014,3471,4.68488483,4.077981651,3.205578048,1.478539398,2.596416785,1.398468977,105400,30200,28.65275142,7661,8374,3677,77,327,149.0524923,162.9246274,71.53974863,1.498112767,6.362115257,0.992317146,2.266584998,5.153320699,0.10360113,2.128955993,9.806025542,0.099439044,776.7440804,-385.4983821,-33.16849922,10.847354540180387,8.944028325260595,0.5005573132474801,1.1475934192705861,9.033006356693267,0.8729478886057347,2.0352619517467034,8.210124405164267,1.1350350943906555,3.1462575240609216,5.793013608384144,-0.1685232929551228,-0.4014991080026021,1.4819034467689023,1.0538553800000017
2018,Calarasi,94,140,234,216,34,41,75,64,181615,182717,286321,63.81543792,0.817264539,0.261943762,1.189329075,0.3523938,1.079208301,127279,21684,102302,39037,68126,18751,377179,33.7449858,5.748994509,27.12293102,10.34972785,18.06198118,4.971379637,719600,155011,924439,146290,205987,54919,5.653721352,7.148634938,9.0363727,3.747470349,3.023618002,2.928857128,87000,36100,41.49425287,5280,4217,3013,192,1070,13.99865846,11.18036794,7.988249611,0.509042126,2.836849347,-0.66519547,-0.735091864,-0.803748407,-0.715675087,-0.729927707,12.56417812,0.386123833,610.466852,-46.38653816,-7.061931757,12.840475154808798,8.571870752706934,0.059535175455890155,0.1364922132993291,8.34711636103872,0.007045433749683028,0.016426299245863224,8.01102337918644,0.07311546755389564,0.20267222665933682,6.976348070447749,0.1262410809806065,0.30076365419998563,0.16408859835112868,0.10696962999999471
2018,Caras-Severin,320,380,700,554,81,100,181,148,179878,126750,273309,46.37607982,2.561203619,0.662254079,3.079865242,0.822779884,3.223457698,18428,1040,20487,6340,6669,2171,55135,33.42341525,1.886279133,37.15788519,11.49904779,12.09576494,3.93760769,78005,5183,120209,13816,11059,5376,4.232960712,4.983653846,5.867574559,2.179179811,1.658269606,2.476278213,103300,30500,29.52565344,7661,7590,3677,77,327,138.9498504,137.6621021,66.69084973,1.39657205,5.930896889,0.868327653,1.766863045,4.69880387,0.003385441,1.834345002,10.31237036,0.506344817,1037.417729,260.6736482,33.55978562,10.917540002192778,8.944028325260595,0.4879304403130593,1.1186446537606067,8.934718614016768,0.7676470159496027,1.7897549032732234,8.210124405164267,1.1267458457876423,3.123280163347645,5.793013608384144,-0.19509809670306133,-0.46481237356395577,1.3917168367043797,0.872902019999998
2019,Calarasi,117,183,300,260,48,50,98,87,178609,179876,282541,63.66368067,1.061792802,0.346852315,1.455693722,0.487097515,1.408645117,122554,30576,127300,38562,39057,20400,378449,32.38322733,8.079292058,33.63729327,10.18948392,10.32028094,5.390422488,709792,169788,999394,107817,96165,66086,5.791667347,5.552982732,7.850699136,2.795939007,2.462170674,3.239509804,88100,35800,40.63564132,4964,3762,2820,188,1292,13.11669472,9.940573234,7.45146638,0.496764425,3.413934242,-0.676019791,-0.759616437,-0.854064368,-0.581559834,-0.717815108,13.5857579,1.021579786,468.4803855,-141.9864665,-23.25866934,12.84383660037684,8.510168576479273,-0.023833897231762435,-0.054642341435937505,8.232971790593437,-0.07928906366618982,-0.18486099408197557,7.944846711001996,0.07326757441283505,0.2030938588641598,7.164720378771857,0.3314100117202452,0.7895693334466437,0.1882899641982226,-0.8586115499999991
2019,Caras-Severin,265,368,633,509,98,87,185,147,177295,125287,270691,46.28413948,2.33845972,0.683436095,2.870921346,0.829126597,3.021895815,18858,1333,19310,4584,2116,2681,48882,38.5786179,2.726975165,39.50329365,9.377685037,4.328791784,5.484636472,82045,4067,97498,7793,5384,6422,4.350673454,3.051012753,5.049093734,1.70004363,2.54442344,2.39537486,103100,30300,29.38894277,7371,5267,923,65,236,150.7917025,107.7492738,18.88220613,1.329732826,4.82795303,1.013662433,1.175152723,0.217408495,-0.252940095,0.538320889,10.67171697,0.359346612,901.291744,-136.1259846,-13.12161735,10.797164509538696,8.905444318789714,0.43129831768730575,0.9888080705669738,8.569406062863171,0.44127669029726135,1.0288284898531455,6.828712071641684,-0.13335049925108589,-0.3696405632561392,5.4680601411351315,-0.4477873106567518,-1.0668329739524263,0.14529075580288842,-0.13671066999999937
2020,Calarasi,97,118,215,179,28,24,52,43,175913,178003,279402,63.70856329,0.769500576,0.186111767,1.017548447,0.244439012,0.955612344,128908,28671,120535,35771,31453,16454,361792,35.63041748,7.924719176,33.31610428,9.88717274,8.693669291,4.547917035,233158,75295,363682,62156,59831,27185,1.808716294,2.626172788,3.01723151,1.737608677,1.902235081,1.65218184,86400,34500,39.93055556,4994,3771,2828,190,1303,13.80351141,10.42311604,7.816646029,0.52516363,3.601516894,-0.667590505,-0.750071182,-0.819833856,-0.537965391,-0.693865233,13.86304272,0.27728482,507.2345697,38.75418426,8.27231736,12.798824740034963,8.516192691082654,-0.05834684189465733,-0.13376780245023887,8.235360643753348,-0.03838805524658184,-0.08950104498185606,7.947678571301568,0.10340844457568643,0.2866427640920862,7.1731917424865985,0.371287401312002,0.8845754069087031,0.2369873308921736,-0.7050857599999958
2020,Caras-Severin,220,265,485,390,50,49,99,78,174726,125675,268297,46.84174627,1.807698185,0.368994063,2.232066207,0.446413241,2.176692248,20454,682,16904,6170,4205,2208,50623,40.40455919,1.347213717,33.39193647,12.18813583,8.306500998,4.361653794,90236,2427,90551,13574,13041,6164,4.411655422,3.558651026,5.35677946,2.2,3.101307967,2.791666667,102300,29200,28.54349951,7697,4751,827,53,232,152.0455129,93.85062126,16.33644786,1.046954941,4.582897102,1.029050419,0.90022131,-0.021220934,-0.3098914,0.399539849,10.12308378,-0.548633191,1037.270787,135.9790433,15.08712847,10.832161297455611,8.948715833843691,0.43169286006904883,0.9897126108242608,8.466320861042481,0.36950556299917814,0.8614954261841737,6.71901315438526,-0.251295291726259,-0.6965773184126288,5.4510384535657,-0.4692684966830827,-1.1180109261344222,0.00915494811534584,-0.8454432599999997
2021,Calarasi,121,156,277,233,52,49,101,88,176993,179788,280141,64.17768195,0.988787789,0.360532732,1.316436243,0.497194804,1.349320521,124923,34504,124479,39995,45506,13211,382618,32.64953557,9.017871611,32.53349294,10.45298444,11.89332441,3.452791034,665414,166211,941407,108682,183386,37331,5.326593181,4.817151635,7.562777657,2.717389674,4.029930119,2.825751268,70500,18400,26.09929078,4999,3858,2990,192,1348,13.06525046,10.08316389,7.814582691,0.501805979,3.523096143,-0.676651165,-0.756795829,-0.820027265,-0.556190472,-0.702416183,12.39136724,-1.471675478,734.4817382,227.2471685,44.8011989,12.85479238140542,8.517193191416238,-0.07451920047946103,-0.1708450597289243,8.258163361537619,-0.018012276713122333,-0.04199529197224284,8.003363058629947,0.17151436730113634,0.4754287962306751,7.207118856207756,0.3683410563837599,0.8775558736452972,0.28503607954370125,-13.831264780000001
2021,Caras-Severin,336,391,727,585,89,80,169,136,164332,121819,256554,47.48279115,2.833711421,0.658730716,3.559866611,0.827592922,3.492442137,14449,931,18577,3786,3856,2152,43751,33.02553085,2.127951361,42.46074375,8.653516491,8.813512834,4.918744714,66956,4620,81263,8269,10968,4435,4.633953907,4.962406015,4.374387684,2.184099313,2.84439834,2.060873606,88300,14900,16.87429219,7933,5566,946,41,319,181.3215698,127.2199493,21.62236292,0.937121437,7.291261914,1.388354797,1.560305192,0.474260081,0.319535978,0.935614012,9.525744534,-0.597339246,931.5078463,-105.762941,-10.19627105,10.686269748667398,8.978912601074276,0.450620293005743,1.0331062381012552,8.624611588183507,0.5435298720318809,1.2672299029797718,6.853299093186078,-0.014884110939506812,-0.04125797190223035,5.768320995793772,-0.09837187389186308,-0.2343665313414288,0.506177909459342,-11.669207320000002
2022,Calarasi,182,219,401,349,51,74,125,105,178501,181538,281325,64.52963654,1.425397672,0.444325958,1.955171119,0.588231999,1.869723629,121055,34753,125945,42707,49176,12827,386463,31.3238266,8.992581437,32.58914825,11.05073448,12.72463341,3.319075824,609747,173033,473217,108944,125669,22745,5.036941886,4.97893707,3.757330581,2.550963542,2.55549455,1.773212754,72700,18700,25.7221458,4996,3846,3009,198,1356,12.92749888,9.951793574,7.785997625,0.512338827,3.508744692,-0.678341787,-0.759394486,-0.822706717,-0.559525767,-0.704992189,13.45870937,1.067342122,289.9939559,-444.4877823,-60.51719998,12.864791411508618,8.516593011344206,-0.09940265916770308,-0.22789365872761447,8.255048902752295,-0.037120152718603805,-0.08654495355028305,8.009695357742922,0.1545673564792729,0.42845257446261165,7.213031659834869,0.3526850076952899,0.840256047175968,0.23856750234017055,-0.37714498000000063
2022,Caras-Severin,435,545,980,796,108,119,227,187,154532,117029,245714,47.62813678,3.988376731,0.923838284,5.151036678,1.21010535,4.912215014,15049,1080,18717,2305,4594,1905,43650,34.47651775,2.474226804,42.87972509,5.280641466,10.52462772,4.364261168,64877,7797,65393,3593,15013,2690,4.311050568,7.219444444,3.493775712,1.558785249,3.267958206,1.412073491,90800,15300,16.85022026,7866,5330,1048,70,289,180.2061856,122.1076747,24.0091638,1.603665521,6.620847652,1.374665712,1.459178491,0.697989466,0.163730863,0.923891133,10.23352335,0.707778812,699.0743035,-232.4335428,-24.95239775,10.683958561267747,8.970432074329242,0.4182165092620611,0.9588163056608312,8.581294116822761,0.4853264879696155,1.1315297832005362,6.955592608396297,0.06960060756380226,0.19292921981795896,5.66988092298052,-0.21286249050014927,-0.5071352367045252,0.44403501799370027,-0.024071929999998076
2012,Cluj,210,293,503,373,164,146,310,283,491678,233589,695584,33.58170976,0.723133367,0.445668676,0.758626581,0.575579953,1.168802043,9372,10576,37126,2123,664,881,60742,15.42919232,17.41134635,61.12080603,3.495110467,1.093148069,1.45039676,26988,22066,97817,3029,1073,1137,2.879641485,2.086422088,2.634730378,1.426754593,1.615963855,1.290578888,332800,74700,22.44591346,5120,4286,1389,65,661,84.29093543,70.56073228,22.86720885,1.070099766,10.88209147,0.197500039,0.439520383,0.590947073,1.154049269,0.595504191,8.573215181,0.364305344,769.6369899,102.5240579,15.36832115,11.01439066528847,8.54110501146255,0.23338157140973514,0.5350579213222548,8.363342466597977,0.3170118089453471,0.7391072037889592,7.237059026124737,0.18157186132984382,0.5033076401689824,6.495265555937008,0.5017449335510324,1.1953845651426307,0.7432143326057068,
2013,Cluj,208,293,501,391,158,160,318,277,492852,235210,698326,33.68197661,0.717429968,0.45537471,0.793341612,0.56203485,1.172804679,8914,11091,39268,2891,1058,595,63817,13.96806494,17.37938167,61.53219362,4.530140872,1.657865459,0.932353448,31878,29785,135371,6739,3100,827,3.576172313,2.685510775,3.447361719,2.331027326,2.930056711,1.389915966,337800,71100,21.04795737,5118,4286,1389,65,661,80.19806635,67.16078788,21.76536033,1.01853738,10.35774167,0.14726835,0.372265553,0.4876641,1.032189718,0.50984693,8.787399967,0.214184786,912.4049419,142.7679519,18.55003772,11.06377489151959,8.540714386457584,0.1913192701347768,0.4386245682075991,8.363342466597977,0.27860510718300624,0.6495626847984566,7.237059026124737,0.15170090668084235,0.4205069265348736,6.495265555937008,0.44997629586367527,1.0720481320032738,0.6451855778860507,-1.397956090000001
2014,Cluj,156,195,351,296,1115,1236,2351,2263,491550,237200,700090,33.88135811,0.50136411,3.358139668,0.602176788,4.603804293,3.859503778,9402,11827,43265,2253,1675,770,69192,13.5882761,17.09301653,62.52890508,3.256156781,2.420800092,1.112845416,38414,38250,218591,5604,5463,1715,4.085726441,3.234125307,5.052374899,2.4873502,3.261492537,2.227272727,343700,69100,20.10474251,5118,4286,1389,65,661,73.9680888,61.94357729,20.0745751,0.939414961,9.553127529,0.070807978,0.269063097,0.329176501,0.845196383,0.37856099,9.605052847,0.81765288,818.4206587,-93.98428316,-10.30072053,11.144640527986347,8.540714386457584,0.17606653721575682,0.40365567361649257,8.363342466597977,0.24473748842980392,0.5706009543854883,7.237059026124737,0.09317782549448594,0.25828402662299604,6.495265555937008,0.44718192481979635,1.0653906696319182,0.5744828310642238,-0.9432148599999977
